recipe_id,name,description,cook_time_in_minutes,preparation_time_in_minutes,total_time_in_minutes,image_url,number_of_views
55,"Almond Honey Cinnamon Milk, Healthy Vegan Breakfast Recipe","Elegantly flavoured and pleasing to the palate, this Almond Honey Cinnamon Milk is a glassful of goodness! It is easy and cost-effective, yet tasty and brimming with nutrients. After several trials, we have arrived at the perfect blend of ingredients, so we suggest you go with it without any modifications. Since whole cinnamon is blended with the almonds, you get a really rich flavour. It doesn’t taste good with cinnamon powder, so stick to the cinnamon stick! We have used honey as a natural sweetener, but vegans can go for maple syrup instead. Almonds are rich in omega-3 fatty acids, which help maintain blood cholesterol levels. It is also a great source of protein and high calcium , making this a wonderful choice for everybody including kids.You can also try Saffron Cardamom Almond Milk or Chocolate Almond Milk .",0,5,5,"https://www.tarladalal.com/members/9306/big/big_almond_honey_cinnamon_milk,_healthy_vegan_breakfast_recipe-13448.jpg?size=696X905",6430 times
56,Almond Jelly with Fruit Cocktail ( Chinese Cooking ),"Almond jelly with fruit cocktail, fruits and fruit based desserts are popular in china and almond based puddings and jellies are usually savored with fresh fruit. This recipe is classic vietnamese. Little cups of almond flavored jellies are served topped with fresh fruit-which ever is in season. We’ve paired it with fresh lychees, orange, pineapples and strawberries. You can get creative and use other juicy fruits like kiwi, berries etc. And use interesting jelly moulds to yield jelly of different shapes. Refreshing and delicious!",15,15,30,https://www.tarladalal.com/members/9306/big/big_almond_jelly_with_fruit_cocktail_(_chinese_cooking_)-6672.jpg?size=500X650,36511 times
57,"Almond Milk, Homemade Pure Almond Milk","Here is how to make pure, soothing and tasty Almond Milk! This pure Almond Milk is rich in protein and iron , and wonderful for endurance athletes . It is a good substitute for milk for lactose intolerant people.This is an instant Almond milk which does not require and soaking of Almonds and then straining the blended milk. You can also try our recipe made with soaked almonds Homemade Almond Milk Made with Soaked Almonds . It has a pleasant taste, which can be enhanced further with a dash of honey. You can make a batch of this Almond Milk and store it in the fridge for three days in an airtight container. This almond milk can be used as a base for making many recipes like Avocado Almond Milk Vegan Smoothie and Healthy Peanut Almond Milk Oatmeal, for Breakfast",0,2,2,"https://www.tarladalal.com/members/9306/big/big_almond_milk,_homemade_pure_almond_milk-11685.jpg?size=696X905",12506 times
58,Almond Payasam,"Any dish made using almonds is unfailingly rich, quite befitting royalty! keep the spices such as cardamom to a minimum in this recipe, so as to highlight the creamy, soothing texture and flavour of almonds. Authentic ‘badam kheer’ made the south indian way omits cardamoms and nutmeg and uses a pinch of raw camphor and saffron (both added after the kheer is removed from the fire) instead. But if you do not find raw camphor, fret not; just go ahead with this recipe as it is!",30,10,1602,https://www.tarladalal.com/members/9306/big/big_almond-payasam-1726.jpg?size=500X662,65077 times
59,Almond Pistachios Praline Triangles,"A delicious praline made of healthy nuts and seeds, the almond pistachio praline triangles are a great snack for any time of the day. Nuts and seeds are a storehouse of energy, and also provide essential nutrients like protein, fibre, anti-oxidants and vitamin e – making them a must-have for kids. So, be sure to make and store some of these healthy pralines in an airtight container, so that your kids find a wonder-food when they raid the kitchen larder to cater to a sudden hunger pang. ",15,10,25,https://www.tarladalal.com/members/9306/big/big_almond_pistachios_praline_triangles-11165.jpg?size=696X905,37106 times
60,Almond Praline ( Eggless Desserts Recipe),"A scrumptious crunch topping that can be used in many desserts, especially sundaes. The crunch of almonds together with caramelized sugar imparts a wonderful texture to recipes. While i have included it in the recipe of chocolate nougat cake, but it can even be eaten by itself!",7,5,12,https://www.tarladalal.com/members/9306/big/big_almond_praline_(_eggless_desserts_recipe)-4173.jpg?size=500X650,16346 times
61,Almond Praline Cake ( Cakes and Pastries Recipe),"A spongy cake with a crunchy texture, this looks as if it is covered in translucent gold if you use chikki instead of praline!",15,20,35,https://www.tarladalal.com/members/9306/big/big_almond_praline_cake_(_cakes_and_pastries_recipe)-2401.jpg?size=696X905,77976 times
62,Almond Rocks,"Fit for a festive day, but made without much sweat! Who can resist crisp, perfectly roasted almonds coated in chocolate? Cool well, and treat yourself to these crunchy delights, or wrap them up in attractive papers and gift them to a dear one. Ensure that the almonds are well roasted so that they remain crisp. Making almond rocks in the microwave retains the aroma of chocolate, without any charring or unnecessary morphing of the flavour. It is as good as melting the chocolate in a double-boiler.",3,5,8,https://www.tarladalal.com/members/9306/big/big_almond_rocks-11157.jpg?size=696X905,59262 times
63,"Almond Rocks, Microwave Almond Rock Recipe","Fit for a festive day, but made without much sweat! Who can resist crisp, perfectly roasted almonds coated in chocolate? Cool well, and treat yourself to these crunchy delights, or wrap them up in attractive papers and gift them to a dear one. Ensure that the almonds are well roasted so that they remain crisp. Making almond rocks in the microwave retains the aroma of chocolate, without any charring or unnecessary morphing of the flavour. It is as good as melting the chocolate in a double-boiler.",3,5,8,"https://www.tarladalal.com/members/9306/big/big_almond_rocks,_microwave_almond_rock_recipe-11156.jpg?size=696X905",55213 times
64,Almond Sheera,"Almond, an age-old brain food is here to do wonders for your child. It is rich in omega-3 fatty acids, protein and iron... nutrients that boost brain power. Make it often to keep your kids mentally agile!",16,5,31,https://www.tarladalal.com/members/9306/big/big_almond_sheera-8265.jpg?size=696X905,86438 times
65,"Almond Soup, Badam Soup, Badam Ka Soup","Almonds are special because the effect they have on our palate is unusual. While their richness is intoxicating, their mildly nutty flavour is very soothing at the same time. Naturally, a soup made with this wonderful ingredient is nothing short of a special treat. While the blanching and de-skinning of almonds takes a bit of time, the actual preparation of the soup is very easy and quick, so the effort is well-balanced and the final outcome is completely worthy of it! You can peel and refrigerate the almonds earlier, but prepare the soup just before serving in order to enjoy the best texture. Since the soup is white sauced based, it tends to get gooey upon cooling.Serve with classy Canapés like Parsley and Cottage Cheese Canapes , Mushroom Canapes , Cottage Cheese and Dill Canapés and Rajgira Paratha Canapés . ",5,25,30,https://www.tarladalal.com/members/9306/big/big_almond_soup_(_eat_well_stay_well_recipes_)-10521.jpg?size=696X905,104550 times
66,Almond Strawberry Shortcakes ( Eggless Desserts Recipe),"Soft yet crunchy, shortcakes are a delightful treat for people of all ages. The almond strawberry shortcake is a lovely variant of almond pastry sandwiched with strawberries and whipped cream, served with strawberry sauce. If you are serving this at a party, you can use a small cookie cutter to make bite-sized servings. ",0,45,751,https://www.tarladalal.com/members/9306/images/almond-strawberry-shortcakes-381.jpg?size=250X292,45034 times
67,Almond Til Chikki,"Crunchy munchy chikkis! Who can say no to them, or stop with just one for that matter! These healthy chikkis will not only make your children happy but also meet their calcium requirement.",0,45,0,https://www.tarladalal.com/members/9306/big/big_almond-til-chikki-1443.jpg?size=500X553,54781 times
68,Almond Til Chikki ( Calcium Rich Recipes),Dazzle your kids with these crispy treats as a dessert or for a healthy snack and make up for their calcium requirements. ,10,10,20,https://www.tarladalal.com/members/9306/big/big_almond_til_chikki_(_calcium_rich_recipes)-3074.jpg?size=696X905,42687 times
69,"Almond Vegetable Stir- Fry, Diabetic Friendly Recipe","Hmm, almonds? Am i kidding? no, despite belonging to the nut family and having its share of quirks, almonds have their share of health benefits – they lower blood cholesterol levels and reduce the risk of heart disease. Note that I've used toasted almonds and not fried them, so as to keep a check on the calorie count. Plus, the vegetables contribute abundant nutrients to this dish – making it absolutely fine to have as an occasional treat!You can also try other stir fries like Spicy Stir Fried Baby Corn or Broccoli, Mushrooms and Bean Sprouts Stir Fry . ",5,15,20,https://www.tarladalal.com/members/9306/big/big_almond_vegetable_stir-fry_(_healthy_diabetic_recipe_)-3075.jpg?size=500X617,40726 times
70,Aloo and Green Peas Chaat,"The interplay of soft green peas with crisped potato cubes is a delight to behold and savour, especially when this combo is pepped up with a dash of lime, green chillies and chaat masala too. Aloo and green peas chaat is a mild variation of the ever-popular aloo chaat, relished by indians the world over!",6,10,16,https://www.tarladalal.com/members/9306/big/big_aloo_and_green_peas_chaat-7866.jpg?size=696X905,59306 times
71,"Aloo and Kand Rasawala Shaak, Faraal Recipe","This recipe is a mouth-watering preparation of kand and potatoes in a base of curds, thickened with rajgira flour. The Aloo and Kand Rasawali Shaak gets its finger-licking flavour and appetizing aroma from green chilli paste and a tempering of cumin seeds. The best part is that you can have this shaak on a fasting day as well. Do not overcook the kand and potatoes as they might get mushy when continuing to cook with the other ingredients. If you are going to have this recipe later, then add some water and heat a little before serving. You can try other delicious faraali recipes like the Faraali Pattice and Faraali Dosa .",9,15,24,"https://www.tarladalal.com/members/9306/big/big_aloo_and_kand_rasawala_shaak,_faraal_recipe-12694.jpg?size=696X905",9799 times
